Annotation_Label,CL_Label,CL_ID,CL_Match
cord blood hematopoietic stem cell,cord blood hematopoietic stem cell,CL:2000095,
fibroblast of the reticular layer of dermis,fibroblast of the reticular layer of dermis,CL:2000096,
midbrain dopaminergic neuron,midbrain dopaminergic neuron,CL:2000097,
ciliated epithelial cell of esophagus,ciliated epithelial cell of esophagus,CL:3000000,
Hofbauer cell,Hofbauer cell,CL:3000001,
sympathetic noradrenergic neuron,sympathetic noradrenergic neuron,CL:3000002,
sympathetic cholinergic neuron,sympathetic cholinergic neuron,CL:3000003,
peripheral sensory neuron,peripheral sensory neuron,CL:3000004,
fibroblast of breast,fibroblast of breast,CL:4006000,
fibroblast of skin of scalp,fibroblast of skin of scalp,CL:4006001,
beta motor neuron,beta motor neuron,CL:4023000,
static beta motor neuron,static beta motor neuron,CL:4023001,
dynamic beta motor neuron,dynamic beta motor neuron,CL:4023002,
nuclear chain fiber,nuclear chain fiber,CL:4023003,
nuclear bag fiber,nuclear bag fiber,CL:4023004,
dynamic nuclear bag fiber,dynamic nuclear bag fiber,CL:4023005,
static nuclear bag fiber,static nuclear bag fiber,CL:4023006,
L2/3 bipolar vip GABAergic cortical interneuron (Mmus),L2/3 bipolar vip GABAergic interneuron (Mmus),CL:4023007,
intratelencephalic-projecting glutamatergic cortical neuron,intratelencephalic-projecting glutamatergic cortical neuron,CL:4023008,
extratelencephalic-projecting glutamatergic cortical neuron,extratelencephalic-projecting glutamatergic cortical neuron,CL:4023009,
alpha7 GABAergic cortical interneuron (Mmus),alpha7 GABAergic cortical interneuron (Mmus),CL:4023010,
myelinating glial cell,myelinating glial cell,CL:4023154,
octopus cell of the mammalian cochlear nucleus,octopus cell of the mammalian cochlear nucleus,CL:4023158,
double bouquet cell,double bouquet cell,CL:4023159,
cartwheel cell,cartwheel cell,CL:4023160,
unipolar brush cell,unipolar brush cell,CL:4023161,
bushy cell,bushy cell,CL:4023162,
spherical bushy cell,spherical bushy cell,CL:4023163,
globular bushy cell,globular bushy cell,CL:4023164,
somatosensory neuron,somatosensory neuron,CL:4023168,
trigeminal neuron,trigeminal neuron,CL:4023169,
trigeminal sensory neuron,trigeminal sensory neuron,CL:4023170,
trigeminal motor neuron,trigeminal motor neuron,CL:4023171,
hypendymal cell,hypendymal cell,CL:4023181,
koniocellular cell,koniocellular cell,CL:4023187,
midget ganglion cell of retina,midget ganglion cell of retina,CL:4023188,
parasol ganglion cell of retina,parasol ganglion cell of retina,CL:4023189,
pulmonary capillary endothelial cell,pulmonary capillary endothelial cell,CL:4028001,
alveolar capillary type 1 endothelial cell,alveolar capillary type 1 endothelial cell,CL:4028002,
alveolar capillary type 2 endothelial cell,alveolar capillary type 2 endothelial cell,CL:4028003,
alveolar type 1 fibroblast cell,alveolar type 1 fibroblast cell,CL:4028004,
alveolar type 2 fibroblast cell,alveolar type 2 fibroblast cell,CL:4028006,
gamete-nursing cell,gamete-nursing cell,CL:4029001,
germline-derived nurse cell,germline-derived nurse cell,CL:4029002,
somatic nurse-like cell,somatic nurse-like cell,CL:4029003,
choroidal melanocyte,choroidal melanocyte,CL:4030000,
stromal cell of thymus,stromal cell of thymus,CL:4030001,
"effector memory CD45RA-positive, alpha-beta T cell, terminally differentiated","effector memory CD45RA-positive, alpha-beta T cell, terminally differentiated",CL:4030002,
interstitial cell of thymus,interstitial cell of thymus,CL:4030003,
thymic nurse cell,thymic nurse cell,CL:4030004,
kidney collecting duct beta-intercalated cell,kidney collecting duct beta-intercalated cell,CL:4030005,
fallopian tube secretory epithelial cell,fallopian tube secretory epithelial cell,CL:4030006,
fallopian tube ciliated cell,fallopian tube ciliated cell,CL:4030007,
pronephric podocyte,pronephric podocyte,CL:4030008,
epithelial cell of proximal tubule segment 1,epithelial cell of proximal tubule segment 1,CL:4030009,
epithelial cell of proximal tubule segment 2,epithelial cell of proximal tubule segment 2,CL:4030010,
epithelial cell of proximal tubule segment 3,epithelial cell of proximal tubule segment 3,CL:4030011,
kidney loop of Henle short descending thin limb epithelial cell,kidney loop of Henle short descending thin limb epithelial cell,CL:4030012,
kidney loop of Henle long descending thin limb outer medulla epithelial cell,kidney loop of Henle long descending thin limb outer medulla epithelial cell,CL:4030013,
kidney loop of Henle long descending thin limb inner medulla epithelial cell,kidney loop of Henle long descending thin limb inner medulla epithelial cell,CL:4030014,
kidney collecting duct alpha-intercalated cell,kidney collecting duct alpha-intercalated cell,CL:4030015,
epithelial cell of early distal convoluted tubule,epithelial cell of early distal convoluted tubule,CL:4030016,
epithelial cell of late distal convoluted tubule,epithelial cell of late distal convoluted tubule,CL:4030017,
kidney connecting tubule principal cell,kidney connecting tubule principal cell,CL:4030018,
kidney connecting tubule intercalated cell,kidney connecting tubule intercalated cell,CL:4030019,
kidney connecting tubule alpha-intercalated cell,kidney connecting tubule alpha-intercalated cell,CL:4030020,
kidney connecting tubule beta-intercalated cell,kidney connecting tubule beta-intercalated cell,CL:4030021,
renal medullary fibroblast,renal medullary fibroblast,CL:4030022,
respiratory hillock cell,respiratory hillock cell,CL:4030023,
hillock cell,hillock cell,CL:4030024,
renal cortical fibroblast,renal cortical fibroblast,CL:4030025,
"BEST4+ intestinal epithelial cell, human","BEST4+ intestinal epithelial cell, human",CL:4030026,
GABAergic amacrine cell,GABAergic amacrine cell,CL:4030027,
glycinergic amacrine cell,glycinergic amacrine cell,CL:4030028,
blood lymphocyte,blood lymphocyte,CL:4030029,
peripheral blood lymphocyte,peripheral blood lymphocyte,CL:4030030,
interstitial cell,interstitial cell,CL:4030031,
valve interstitial cell,valve interstitial cell,CL:4030032,
valve endothelial cell,valve endothelial cell,CL:4030033,
club-like cell of the urethral epithelium,club-like cell of the urethral epithelium,CL:4032000,
reelin GABAergic cortical interneuron,reelin GABAergic cortical interneuron,CL:4032001,
lamp5 GABAergic cortical interneuron,lamp5 GABAergic cortical interneuron,CL:4023011,
near-projecting glutamatergic cortical neuron,near-projecting glutamatergic cortical neuron,CL:4023012,
corticothalamic-projecting glutamatergic cortical neuron,corticothalamic-projecting glutamatergic cortical neuron,CL:4023013,
L5 vip cortical GABAergic interneuron (Mmus),L5 vip GABAergic interneuron (Mmus),CL:4023014,
sncg GABAergic cortical interneuron,sncg GABAergic cortical interneuron,CL:4023015,
vip GABAergic cortical interneuron,vip GABAergic cortical interneuron,CL:4023016,
sst GABAergic cortical interneuron,sst GABAergic cortical interneuron,CL:4023017,
pvalb GABAergic cortical interneuron,pvalb GABAergic cortical interneuron,CL:4023018,
"L5/6 cck, vip cortical GABAergic interneuron (Mmus)","L5/6 cck, vip GABAergic interneuron (Mmus)",CL:4023019,
dynamic gamma motor neuron,dynamic gamma motor neuron,CL:4023020,
static gamma motor neuron,static gamma motor neuron,CL:4023021,
canopy lamp5 GABAergic cortical interneuron (Mmus),canopy lamp5 GABAergic cortical interneuron (Mmus),CL:4023022,
"L5,6 neurogliaform lamp5 GABAergic cortical interneuron (Mmus)","L5,6 neurogliaform lamp5 GABAergic interneuron (Mmus)",CL:4023023,
neurogliaform lamp5 GABAergic cortical interneuron (Mmus),neurogliaform lamp5 GABAergic cortical interneuron (Mmus),CL:4023024,
long-range projecting sst GABAergic cortical interneuron (Mmus),long-range projecting sst GABAergic cortical interneuron (Mmus),CL:4023025,
direct pathway medium spiny neuron,direct pathway medium spiny neuron,CL:4023026,
L5 T-Martinotti sst GABAergic cortical interneuron (Mmus),L5 sst T-Martinotti interneuron (Mmus),CL:4023027,
L5 non-Martinotti sst GABAergic cortical interneuron (Mmus),L5 non-Martinotti sst GABAergic interneuron (Mmus),CL:4023028,
indirect pathway medium spiny neuron,indirect pathway medium spiny neuron,CL:4023029,
L2/3/5 fan Martinotti sst GABAergic cortical interneuron (Mmus),L2/3/5 fan Martinotti sst GABAergic interneuron (Mmus),CL:4023030,
L4 sst GABAergic cortical interneuron (Mmus),L4 sst Martinotti interneuron (Mmus),CL:4023031,
ON retinal ganglion cell,ON retinal ganglion cell,CL:4023032,
OFF retinal ganglion cell,OFF retinal ganglion cell,CL:4023033,
chandelier pvalb GABAergic cortical interneuron,chandelier pvalb GABAergic cortical interneuron,CL:4023036,
L6b glutamatergic cortical neuron,L6b glutamatergic cortical neuron,CL:4023038,
amgydala excitatory neuron,amygdala excitatory neuron,CL:4023039,
L2/3-6 intratelencephalic projecting glutamatergic cortical neuron,L2/3-6 intratelencephalic projecting glutamatergic neuron,CL:4023040,
L5 extratelencephalic projecting glutamatergic cortical neuron,L5 extratelencephalic projecting glutamatergic cortical neuron,CL:4023041,
L6 corticothalamic-projecting glutamatergic cortical neuron,L6 corticothalamic-projecting glutamatergic cortical neuron,CL:4023042,
L5/6 near-projecting glutamatergic neuron of the primary motor cortex,L5/6 near-projecting glutamatergic neuron of the primary motor cortex,CL:4023043,
"non-medulla, extratelencephalic-projecting glutamatergic neuron of the primary motor cortex","non-medulla, extratelencephalic-projecting glutamatergic neuron of the primary motor cortex",CL:4023044,
medulla-projecting glutamatergic neuron of the primary motor cortex,medulla-projecting glutamatergic neuron of the primary motor cortex,CL:4023045,
L6b subplate glutamatergic neuron of the primary motor cortex,L6b glutamatergic neuron of the primary motor cortex,CL:4023046,
L2/3 intratelencephalic projecting glutamatergic neuron of the primary motor cortex,L2/3 intratelencephalic projecting glutamatergic neuron of the primary motor cortex,CL:4023047,
L4/5 intratelencephalic projecting glutamatergic neuron of the primary motor cortex,L4/5 intratelencephalic projecting glutamatergic neuron of the primary motor cortex,CL:4023048,
L5 intratelencephalic projecting glutamatergic neuron of the primary motor cortex,L5 intratelencephalic projecting glutamatergic neuron of the primary motor cortex,CL:4023049,
L6 intratelencephalic projecting glutamatergic neuron of the primary motor cortex,L6 intratelencephalic projecting glutamatergic neuron of the primary motor cortex,CL:4023050,
vascular leptomeningeal cell,vascular leptomeningeal cell,CL:4023051,
Betz upper motor neuron,Betz upper motor neuron,CL:4023052,
spinal interneuron synapsing Betz cell,spinal interneuron synapsing Betz cell,CL:4023053,
mesothelial fibroblast,mesothelial fibroblast,CL:4023054,
corticothalamic VAL/VM projecting glutamatergic neuron of the primary motor cortex,corticothalamic VAL/VM projecting glutamatergic neuron of the primary motor cortex,CL:4023055,
vascular leptomeningeal cell (Mmus),vascular leptomeningeal cell (Mmus),CL:4023056,
cerebellar inhibitory GABAergic interneuron,cerebellar inhibitory GABAergic interneuron,CL:4023057,
mesothelial fibroblast of the leptomeninx,mesothelial fibroblast of the leptomeninx,CL:4023058,
differentiation-committed oligodendrocyte precursor,differentiation-committed oligodendrocyte precursor,CL:4023059,
hippocampal CA1-3 neuron,hippocampal CA1-3 neuron,CL:4023060,
hippocampal CA4 neuron,hippocampal CA4 neuron,CL:4023061,
dentate gyrus neuron,dentate gyrus neuron,CL:4023062,
medial ganglionic eminence derived interneuron,medial ganglionic eminence derived interneuron,CL:4023063,
caudal ganglionic eminence derived interneuron,caudal ganglionic eminence derived interneuron,CL:4023064,
meis2 expressing cortical GABAergic cell,meis2 expressing cortical GABAergic cell,CL:4023065,
horizontal pyramidal neuron,horizontal pyramidal neuron,CL:4023066,
thalamic excitatory neuron,thalamic excitatory neuron,CL:4023068,
medial ganglionic eminence derived GABAergic cortical interneuron,medial ganglionic eminence derived GABAergic cortical interneuron,CL:4023069,
caudal ganglionic eminence derived GABAergic cortical interneuron,caudal ganglionic eminence derived GABAergic cortical interneuron,CL:4023070,
L5/6 cck cortical GABAergic interneuron (Mmus),L5/6 cck GABAergic interneuron (Mmus),CL:4023071,
brain vascular cell,brain vascular cell,CL:4023072,
choroid plexus cell,obsolete choroid plexus cell,CL:4023073,
mammillary body neuron,mammillary body neuron,CL:4023074,
L6 tyrosine hydroxylase sst GABAergic cortical interneuron (Mmus),L6 th sst GABAergic interneuron (Mmus),CL:4023075,
Martinotti neuron,Martinotti neuron,CL:4023076,
bitufted neuron,bitufted neuron,CL:4023077,
midbrain-derived inhibitory neuron,midbrain-derived inhibitory neuron,CL:4023079,
stellate L6 intratelencephalic projecting glutamatergic neuron of the primary motor cortex (Mmus),stellate L6 intratelencephalic projecting glutamatergic neuron of the primary motor cortex (Mmus),CL:4023080,
inverted L6 intratelencephalic projecting glutamatergic neuron of the primary motor cortex (Mmus),inverted L6 intratelencephalic projecting glutamatergic neuron of the primary motor cortex (Mmus),CL:4023081,
